,Tweet
3087,"#IndianArmy #NausheraBrigade organised mock #Agniveer Rally at #Jhangar, in District Rajouri (J&amp;K). Facilitating the aspiring border area #youth in their preparation for upcoming recruitment rallies.
#AgnipathScheme

@SpokespersonMoD
@adgpi 
@OfficeOfLGJandK 
@PIBSrinagar https://t.co/qw3EiYsFwm"
3088,"RadioChinar: The Josh is HIGH Sir!!
GOC #KiloForce reviewed the #agniveerrecruitment2022 today at Haiderbeigh, Pattan
Countless dreams are going to be true now
#Kashmir 
#Agniveer 
@OfficeOfLGJandK 
@adgpi 
@ChinarcorpsIA 
@NorthernComd_IA 
@IndianArmyin… https://t.co/yHJNSQxe1v"
3089,"The Josh is HIGH Sir!!
GOC #KiloForce reviewed the #agniveerrecruitment2022 today at Haiderbeigh, Pattan
Countless dreams are going to be true now
#Kashmir 
#Agniveer 
@OfficeOfLGJandK 
@adgpi 
@ChinarcorpsIA 
@NorthernComd_IA 
@IndianArmyinJK 
@FatimaDa… https://t.co/9C0fgwFHkd"
3090,"The Josh is HIGH Sir!!
GOC #KiloForce reviewed the #agniveerrecruitment2022 today at Haiderbeigh, Pattan
Countless dreams are going to be true now
#Kashmir 
#Agniveer 
@OfficeOfLGJandK 
@adgpi 
@ChinarcorpsIA 
@NorthernComd_IA 
@IndianArmyinJK 
@FatimaDar_jk 
@CestMoiz 
@republic https://t.co/QhqzLVKoiP"
3091,"#Army holds pre-training for #Agnipath aspirants in #Kashmir’s remote areas

https://t.co/ya2NnGzzpS"
3092,"In order to spread awareness on importance of timely first aid , SiachenWarriors organised a lecture for 61 students &amp; six staff members of Army Goodwill School Rajouri to mark WorldFirstAidDay on 10 Sep.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#WizKid𓃵 https://t.co/2AruUn76vW"
3093,"IndianArmy comes to rescue of civilians in a road accident on National Highway between Rajouri and BhimberGali.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#WizKid𓃵 
#ROSE 
#TheRoseHEAL 
#ROSE 
#NFFC https://t.co/WbW5ZnbARJ"
3094,"IndianArmy comes to rescue of civilians in a road accident on National Highway between Rajouri and BhimberGali.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#WizKid𓃵 
#ROSE 
#TheRoseHEAL 
#ROSE 
#NFFC https://t.co/9I1Ty7apyc"
3095,"Youth Convention to counter  Drug Menace was organised by IndianArmy at Handwara; walking the long road of Social Responsibility.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#WizKid𓃵
#ROSE 
#TheRoseHEAL 
#BailaViniJr https://t.co/3r2qzs8P6v"
3096,"Youth Convention to counter  Drug Menace was organised by IndianArmy at Handwara; walking the long road of Social Responsibility.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#WizKid𓃵
#ROSE 
#TheRoseHEAL 
#BailaViniJr https://t.co/ELpmfAF3Uc"
3097,"#IndianArmy conducted training for the youth for recruitment in #IndianArmy, in view of upcoming recruitment rally.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#WizKid𓃵 #GenshinImpact 
#LateLate 
#TheRoseHEAL https://t.co/IpY3iK8BCR"
3098,"#IndianArmy conducted training for the youth for recruitment in #IndianArmy, in view of upcoming recruitment rally.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#WizKid𓃵 #GenshinImpact 
#LateLate 
#TheRoseHEAL https://t.co/9ipgM5Cnqa"
3099,"#DFBPokalFinale  PRE-QUALIFIER MATCHES OF WHITE KNIGHT  #Giants 
PREMIER LEAGUE 2022 AT Jammu by  Indian Army .
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#WizKid𓃵 
#BailaViniJr 
#ROSE 
#SaintsFC 
#TheRoseHEAL https://t.co/Bbl4pf3y71"
3100,"Youth Convention to counter  Drug Menace was organised by IndianArmy at Handwara; walking the long road of Social Responsibility.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#WizKid𓃵
#ROSE 
#TheRoseHEAL 
#BailaViniJr https://t.co/C9dxoHnmTm"
3101,"Army Recruitment rally for Agniveer begins at Nagpur today, which will continue till October 07. 

About 60,000 candidates have registered for rally this time.

Video credit: District Information Officer,  Nagpur

@AsianetNewsEN @PRODefNgp #Agnipath https://t.co/7aGN3b1ZFL"
3102,"Happy Birthday  to our honourable prime minister Shri Narendra Modi.
#ModiHaiTohMumkinHai
#Agniveer
#article370 
#SwachhBharat https://t.co/0akKRsLKGY"
3103,"In order to spread awareness on importance of timely first aid , SiachenWarriors organised a lecture for 61 students &amp; six staff members of Army Goodwill School Rajouri to mark WorldFirstAidDay on 10 Sep.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#WizKid𓃵 https://t.co/9VFLrjn6mj"
3104,"#WATCH | #Army recruitment rally for #Agniveer begins at #Nagpur today and will continue till October 7. Nearly 60,000 candidates have registered for the rally this time.

Source: District Information Officer, Nagpur https://t.co/4W9ouoO8ON"
3105,"#WATCH | Army Recruitment rally for #Agniveer begins at #Nagpur and will continue till October 7. Nearly 60,000 candidates have registered for the rally 

(ANI) https://t.co/Wd3xrk2v8W"
3106,"Army Recruitment rally begins at Nagpur today. Nearly 60000 candidates aspiring to be #Agniveer have registered for rally.

@SpokespersonMoD @adgpi @IaSouthern 

PC: @InfoNagpur https://t.co/ZfIo6UrSoj https://t.co/ABULv2GW4Y"
3107,"Army holds pre-training for #Agnipath aspirants in remote areas of #Baramulla in North Kashmir
https://t.co/EWsJKrHz6k"
3108,"@ANI Yes. Now where they will go for Job ? 
#Agniveer protest ?
#Bengaluru for #ITJobs #Gujarat for construction job ?"
3109,#मोदी_आया_बेरोजगारी_लाया Modi has reduced Union Govt  posts by more than a million  and States follow him. He is dependent on private sector for creation of jobs who prefer machines than men. Hence country is doomed. He has played with defence also by the concept of #Agniveer
3110,"#राष्ट्रीय_बेरोजगार_दिवस
TOP TOP TOP
HARYANA with 37.3% unemployment rate top the country
and CM @mlkhattar says #Agniveer will be absorbed easily.
@IndianExpress 
@DRDO_India @RailMinIndia @khansirpatna @DefenceMinIndia https://t.co/E9OugHrgaG"
3111,"Finally it's here...
#agniveerrecruitment2022 at Hyderbeigh, Pattan today
Few necessary guidelines for those aspiring to be an #Agniveer &amp; be a part of the Best Defence Forces in the world
Do you have it in you?
#Kashmir 
@adgpi 
@ChinarcorpsIA 
@NorthernComd_IA 
@IndianArmyinJK https://t.co/tpT1wge6MC"
3112,"India is the only country where people celebrate Birthday of PM of India as ""National Unemployment Day""

#Agnipath
#राष्ट्रीय_बेरोजगार_दिवस
#NationalUnemploymentDay
#मोदी_आया_बेरोजगारी_लाया
#मोदी_रोजगार_दो https://t.co/yWAhAGAnC4"
3113,"#AgnipathRecruitment 
#Agniveer 
Cdr Varghese motivated the children to join an exciting career in the Indian Navy. An overwhelming response was received from children while interacting about various entries including #AgnipathScheme

@indiannavy 
@DefPROMumbai 
@IndiannavyMedia https://t.co/7USsYX4C3D"
3114,"#राष्ट्रीय_बेरोजगार_दिवस
Why i should celebrate when apne adani ke bete ka naukri pakka ho gaya ?? Ask urself ?? #Agniveer"
3115,"Having announced #Agnipath to reform the recruitment of soldiers, the government now needs to bring in a similar scheme to reform the officer cadre, which, given its size, structure &amp; age profile, is ripe for reform: @LaxmanKBehera &amp; @Vinay_AFkaushal https://t.co/gbpTmME3Ef"
3116,"Join #IndianArmy as #Agniveer &amp; live life less ordinary.

#AgnipathRecruitment rally is being conducted for the 1st time in #Kashmir by #IndianArmy.

The rally will be conducted at Haiderbeig #Pattan from 17th Sep to 30th Sep.

@adgpi
@NorthernComd_IA
@PRODefSrinagar https://t.co/8kdiC393hw"
3117,"What we want is muscles of iron and nerves of steel. We have wept long enough. No more weeping, but stand on your feet and be men. It is man-making theories that we want. It is man-making education all round that we want.”
:Swamy Vivekananda
#Agnipath 
#Agniveers 
Jai Hind🇮🇳"
3118,"After The November #Elections, #Nepal Will Decide about #Gorkha #Soldiers under The #Agnipath Scheme
https://t.co/DxJ94RQuSR"
3119,"""Nothing makes a person more successful - Than the last moment Preparation"". 𝗔𝗴𝗻𝗶𝘃𝗲𝗲𝗿𝘀 of Rajwar all set for the rally on 17th!!
#Agniveer 
#Kashmir 
#NayaKashmir https://t.co/QmtVY2MLc5"
3120,"After The November Elections, #Nepal Will Decide about #GorkhaSoldiers under The #Agnipath Scheme

https://t.co/ZTU6cMNj2b"
3121,"#Agniveer Recruitment Rally for male candidates will commence on 17 Sep 2022 at Haiderbeig area of Pattan in #NorthKashmir's #Baramulla district. 

""All candidates are advised to beware of false promises made by various frauds &amp; touts. 
#JammuAndKashmir #IndianArmy https://t.co/WLKs8Bud2z"
3122,"#Agniveer candidates from #Kashmir are all set to embark on the journey that is going to change their lives forever. A life is less ordinary!! #YouthOfKashmir
#NayaKashmir https://t.co/i6JpO7LklQ"
3123,"A mock #Agniveer Rally was organised at #Mendhar by #AceOfSpadesGunners to prepare the aspirants for upcoming recruitment rallies.
#AgneepathScheme

@SpokespersonMoD 
@adgpi 
@OfficeOfLGJandK 
@PIBSrinagar https://t.co/TmQaeXLwks"
3124,"After The November #Elections, #Nepal Will Decide about #Gorkha #Soldiers under The #AgnipathScheme

https://t.co/dwvGwhODtG"
3125,"Join the ""INDIAN ARMY"" Starting New 🎯Target Batch for #Agniveer ARMY (GD / CLERK / NA) with Complete Preparation 
🎯 Written Classes through Expert Faculties
🎯 Regular Physical Training 
🎯 Extra Classes for weak students
Registration Open ..!!..
Call us :- 8400285235 https://t.co/SunlTUsOM8"
3126,@Hindutva_Swag Boycott #RSS-BJP #Agnipath #AndhBhakts https://t.co/NhCP32bubJ
3127,@Hindutva_Swag @SrikanthGangar7 @bandisanjay_bjp @Hyndavitreddy @manasaBjp4 @BJPMissionTS @NandiPrawin_BJP Boycott #RSS-BJP #Agnipath #AndhBhakts https://t.co/ZMr8F8o5t3
3128,"#Nepal will take a decision on the recruitment of Gorkha soldiers in the #IndianArmy under the #Agnipath scheme after the formation of the new government following the 20 November general elections, the country’s Foreign Ministry said. https://t.co/fJJZ6Gvlmm"
3129,Irony is that an aspirant who gives his HEART &amp; SOUL to get into Army/Navy/Air Force should work for 4 years under #agnipathscheme but a person who didn't played cricket even in a division level match will be given 3 years extension as Secretary by amending the laws🤦🏽‍♂️#Privilage🤯 https://t.co/hjUTvkf8x4
3130,Interested and eligible candidates in the age range of 17.5-21 years can submit their applications online via the official Indian Army website. #Agniveer #agniveerrecruitment2022 https://t.co/LE3Tvzeg1g
3131,"Indian Army organized a lecture on ‘Beti Bachao Beti Padhao’ at Government Higher Secondary School, Taralla, Rajouri District to create awareness ,
#badaltakasmir #Agniveer 
#tiktokdown #EthereumMerge #UkraineWillWin #NCT127_질주 #صباح_الخير"
3132,"- Interested candidates may approach their District SP Office or nearest Police Station for coaching/ guidance. 
#AgniPathScheme #IndianArmy
#RecruitmentRally #MizoramPolice4U
#MizoramPoliceCares
@proshillong @adgpi"
3133,"@swati_mishr Agniveer ko extension @BCCI @swati_mishr ., #Agniveer"
3134,These people help in building nation. @AmitShah @BCCI @Campaign_India @INCIndia . Dekh rha hai binod. #Agniveer #agnipathscheme https://t.co/vRcu3uYaNR
3135,"SabreBrigade of RisingStarCrops in collaboration with Dte Health Services, Jammu, ECHS cell BD Bari &amp; Zila Sainik Bd Jammu org an ESM rally  #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#ROSE #tiktokdown #XF2022
https://t.co/11uMiglqib"
3136,"A mock Agniveer Rally was organised at jammu &amp; Kasmir by AceOfSpadesGunners to prepare the aspirants for upcoming recruitment rallies.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#SHUTDOWNBLACKPINK
#tiktokdown 
#XF2022
#NCT127
 https://t.co/VgCnvy8Pyv"
3137,"A mock Agniveer Rally was organised at jammu &amp; Kasmir by AceOfSpadesGunners to prepare the aspirants for upcoming recruitment rallies.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#SHUTDOWNBLACKPINK
#tiktokdown 
#XF2022
#NCT127
 https://t.co/VgCnvy8Pyv"
3138,"SabreBrigade of RisingStarCrops in collaboration with Dte Health Services, Jammu, ECHS cell BD Bari &amp; Zila Sainik Bd Jammu org an ESM rally  #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#ROSE #tiktokdown #XF2022
https://t.co/11uMiglqib"
3139,"Shri Manoj Sinha, LG J&amp;K complimented the initiatives of IndianArmy for helping the omen of Kishtwar J&amp;K to move towards selfreliance in agricultural production.
#AmritMahotsav #BadaltaKashmir #IndianArmyPeoplesArmy #Agnipath
#DaniellaPeters𓃵 
#Ethereum https://t.co/dDqsvdV88h"
3140,"#IndianArmy  organised Mock ""Agniveer Recruitment Rally"" at Mendhar, Poonch
#IndianArmyPeoplesArmy 
#Agniveer #VladimirPutin #T20WorldCup #QueenElizabeth 
@NorthernComd_IA https://t.co/4A6FoeKsL1"
3141,"#Nepal will take a decision on the recruitment of Gorkha soldiers in the Indian Army under the #AgnipathScheme after the formation of the new government following the 20 Nov general elections, the country's Foreign Ministry said on 15 Sept.
https://t.co/aaD6fwv59q"
3142,"A mock #Agniveer Rally was organised at #Mendhar by #AceOfSpadesGunners to prepare the aspirants for upcoming recruitment rallies.
#AgneepathScheme

#TeJran
#youthleague https://t.co/hsAJIFWVsg"
3143,"I just published Agniveer Scheme: Masterstroke or Dream Thief? https://t.co/cdg223KAtS 
#Agnipath #agnipathscheme #UnemployedYouth"
3144,"#Agniveer candidates from #Kashmir are all set to embark on the journey that is going to change their lives forever. A life less ordinary!! #YouthOfKashmir
#NayaKashmir https://t.co/J19UGWa1t7"
3145,"Agnipath Scheme will widely benefit the youth of the country. #Agniveer. Ncc cadets were motivated to join #IndianArmy .
#AgnipathRecruitment2022 https://t.co/QSetVsd13y"
3146,"-#Agnipath is a truly transformative reform which will enhance the combat potential of the Armed Forces, with younger profile and technologically potential #Agniveer #AgnipathRecruitment2022 https://t.co/whkrd7VwCU"
3147,"-#IndianArmy is Conducting Pre-Recruitment #Training for local #youth under #Agnipath Scheme in different parts of (J&amp;K) committed to help and guide youth for their better Future.
#AgnipathRecruitment2022 https://t.co/il74xFH2IL"
3148,Join #IndianArmy as #Agniveer &amp; live a life less ordinary #AgnipathRecruitment2022 rally is being conducted for the 1st time in #Kashmir by #IndianArmy. The rally will be conducted at Haiderbeig #Pattan from 17th Sep to 30th Sep. https://t.co/IeicaR4oka
3149,"#Agniveer candidates from #Kashmir are all set to embark on the journey that is going to change their lives forever
A life less ordinary!! #YouthOfKashmir
#NayaKashmir https://t.co/d3dSGKDtUF"
3150,"#Agniveer candidates from #Kashmir are all set to embark on the journey that is going to change their lives forever
A life less ordinary!! #YouthOfKashmir
#NayaKashmir https://t.co/q66NlloNlx"
3151,The Army has started a month long pre-recruitment training for youths intending to join the armed forces under the #agnipathscheme in #JammuAndKashmir's #Udhampur district. https://t.co/WKA2L56JpZ
3152,"Indian Army gives full opportunities to youth to serve the Nation. Army gives social chapter of Discipline and Integrity. Nurture future of youth with Techie .
#Agniveer 
#AgniveerRecruitment2022
#agnipathscheme 
#IndianArmy 
#ARMY https://t.co/AJJyeuVVHe"
3153,"Laws can be changed to maintain the position of Jay Shah as BCCI secretary, But the tenure of Agniveer is limited 4 years, for the pension burdens, No laws is supposed to come In favour of them, . Well they are not Netas. 
India nd it's policies 🙌
#Agniveer #BCCI"
3154,"#Kashmir #Army launches month long pre-recruitment training for #Agnipath aspirants in #JammuAndKashmir 's #Udhampur 
https://t.co/b9sk6PgReE"
3155,The #Army has started a month-long pre-recruitment training for youths intending to join the armed forces under the #Agnipathscheme in #JammuandKashmir's #Udhampur district. https://t.co/fJ0ebFP912
3156,"#Army launches month long pre-recruitment training for #Agnipath aspirants in #JammuAndKashmir 's #Udhampur 
https://t.co/7Wa1niAgVR"
